Symbol	Description
ASXSF.OB	Alberta Star Dev
ATADF.OB	Atac Res Ltd
ATAR.OB	Avatar Ventures Corp
ATASY.OB	Atlantia Spa ADR
ATBHF.OB	Aston Bay Hlds Ltd
ATBPF.OB	Antibe Therapeutics
ATBYF.OB	Abitibi Royalties IN
ATCMF.OB	Atico Mining
ATCN.OB	Atec Inc Tex
ATCV.OB	Cycle Country Accessories Corp
ATDRF.OB	Auto Trader Group Plc
ATDRY.OB	Auto Trader Group Plc
ATDS.OB	Data443 Risk Mitigation Inc.
ATEYY.OB	Advantest Corp
ATGFF.OB	Altagas Ltd
ATGGF.OB	Actinogen Medical Limited
ATGN.OB	Altigen Communications Inc
ATHC.OB	Accelerated Technologies Holding Corp
ATHJF.OB	Antisense Therapeutics
ATHOF.OB	Athabasca Oil Sands Corp
ATIG.OB	Atlantis Internet Grp Cp
ATIN.OB	Ati Nationwide Holding Corp
ATIS.OB	Attis Industries Inc
ATISW.OB	Attis Industries Inc WT
ATIXF.OB	Analytixinsight Inc
ATLCY.OB	Atlas Copco Ab Ser B
ATLDF.OB	Atlanta Gold Inc
ATLKF.OB	Atlas Copco Ab Ser A
ATLKY.OB	Atlas Copco Ab Ser A
ATLS.OB	Atlas Energy Llc
ATMS.OB	Artemis Therapeutics Inc
ATNP.OB	Atlantis Tech Group
ATNWW.OB	Actinium Pharmaceuticals Inc WT Ser B Exp 09/03/
ATONY.OB	Anton Oilfld Sv ADR
ATOWW.OB	Atossa Genetics Inc WT [24/05/2021]
ATOXF.OB	Durango Resources Inc
ATPT.OB	All State Properties Holdings Inc
ATPWF.OB	Atlantic Power Preferred Equity Ltd Cum Pfd Ser
ATROB.OB	Astronics Corp
ATRRF.OB	Altarea [Paris]
ATRVF.OB	Activa Res Ord After Cap
ATRX.OB	Adhera Therapeutics Inc
ATSAF.OB	Ats Automated Toolin
ATTBF.OB	Abattis Bioceuticals
ATTLF.OB	Atlas Copco Ab
ATURF.OB	Atom Energy
ATUSF.OB	Altius Minerals Corp
ATUUF.OB	Altura Energy Inc
ATVDY.OB	Atresmedia Corporacion DE Medios Sa ADR
ATVK.OB	Atvrockn
ATVVF.OB	Australian Vanadium Ltd
ATWT.OB	Atwec Tech Inc
ATYG.OB	Atlas Tech Group Inc
ATZAF.OB	Aritzia
AUCOY.OB	Polymetal Intl Plc
AUDVF.OB	Audi Ag Vormals Audi
AUIAF.OB	Aurania Resources
AUKNY.OB	Auckland International Airport Ltd
AUKUF.OB	Ams Ag
AULGF.OB	Anglogold Ashanti Ltd
AULRF.OB	Aurelius Equity Opportunities Se & CO Kgaa
AUMC.OB	Auryn Mining Corporation
AUNFF.OB	Aurcana Corp
AUNXF.OB	Fremont Petroleum Corp Ltd
AUOTY.OB	Au Optronics Corp
AURI.OB	Wellstone Filter Sci
AURT.OB	Attune Rtd
AURX.OB	Audeo Oncology Inc
AUSAF.OB	Australis Capital Inc
AUSI.OB	Aura Systems Inc
AUSTF.OB	Austin Engineering Ltd
AUSVF.OB	Aura Resources Inc
AUTLF.OB	Austal Ltd [Australia]
AUTLY.OB	Austal Ltd ADR
AUTR.OB	Autris
AUUMF.OB	Aumann Ag
AUXRF.OB	Auramex Resource Corp
AUXXF.OB	Allegiant Gold Ltd
AVACF.OB	Avance Gas
AVASF.OB	Avast Plc
AVBH.OB	Avidbank Holdings Inc
AVCNF.OB	Avicanna Inc
AVCRF.OB	Avricore Health Inc
AVCVF.OB	Monitor Ventures Inc
AVEVF.OB	Aveva Group Plc Ord
AVEW.OB	Avew Holdings Inc
AVIFY.OB	Advanced Info Svc Pu
AVIVF.OB	Advanced Info Svc Nvdr
AVLIF.OB	Advantage Lithium Corp
AVLNF.OB	Avalon Rare Metals
AVLP.OB	Avalanche Internatio
AVMR.OB	Avra Medical Robotics Inc
AVMXF.OB	Avita Medical Ltd
AVOI.OB	Advanced Voice Recog
AVOP.OB	Av1 Group Inc
AVOZ.OB	Altavoz Entertainment Inc
AVPI.OB	Avp Inc
AVPMF.OB	Avrupa Minerals Ltd
AVRI.OB	Averox Inc
AVRN.OB	Avra Inc
AVRTF.OB	Avarone Metals Inc
AVSR.OB	Avistar Communications Corp
AVTI.OB	Avitar Inc
AVVH.OB	Avvaa World Health Care Products Inc
AVVIY.OB	Aviva Plc
AVXT.OB	Avax Techs Inc
AVYAW.OB	Avaya Holdings Corp WT Exp 12/15/2022
AWAW.OB	White Fox Ventures Inc
AWCMY.OB	Alumina Ltd ADR
AWEB.OB	Areti Web Innovations Inc
AWGI.OB	Awg International Water Corp
AWKS.OB	Ameriworks Inc
AWLCF.OB	Awilco
AWON.OB	A-1 Group Inc
AWRRF.OB	A&W Revenue Royalties Income Fund
AWSI.OB	Aria Wireless Sys Inc
AWSL.OB	Atlantic Wind & Sola
AWSM.OB	Cool Holdings Inc
AWTRF.OB	Air Water Inc
AWWC.OB	Access Worldwide Communs
AWWI.OB	Alpha Wastewater Inc
AXAHF.OB	Axa S.A.
AXAHY.OB	Axa Sa ADR
AXCG.OB	Eyes On The Go Inc
AXDDF.OB	Almadex Minerals Ltd
AXELF.OB	Axel Springer Verlag
AXGC.OB	Axis Energy Corp
AXIM.OB	Axim Biotechnologies
AXLE.OB	Tjt Inc
AXLX.OB	Axiologix Education
AXMIF.OB	Axmin Inc
AXMM.OB	Axiom Corp
AXMP.OB	Axm Pharma Inc
AXNVF.OB	Axion Ventures
AXPRF.OB	Amseco Exploration Ltd
AXPWQ.OB	Axion Power Intl Inc
AXREF.OB	Amarc Resources Ltd
AXRX.OB	Amexdrug Cp
AXTG.OB	Axis Techs Group Inc
AXVEF.OB	Alba Minerals Ltd
AXXA.OB	Exxe Group Inc
AXXDF.OB	Alderon Iron Ore Corp
AXXIY.OB	Alexium International Group Ltd
AXXTF.OB	Axiata Group Bhd
AYAAF.OB	Ayala Land Inc [Philippines]
AYALY.OB	Ayala Corp ADR
AYRSF.OB	Ayr Strategies Inc
AYSI.OB	Alloy Steel International Inc
AYTEF.OB	Ipath GEMS Asia 8 ETN
AYTUW.OB	Aytu Bioscience Inc WT
AYTUZ.OB	Aytu Bioscience Inc WT Exp 11/02/2021
AZASF.OB	Arizona Silver
AZFL.OB	Amazonas Florestal
AZGFF.OB	Azteca Gold Corp
AZGSQ.OB	Aztec Oil & Gas Inc
AZIHF.OB	Azimut Holding Spa
AZIL.OB	Aziel Corp
AZKLF.OB	Aziana Ltd
AZLCZ.OB	Aztec Land Comb Cert
AZMTF.OB	Azimut Exploration I
AZNCF.OB	Astrazeneca Plc Ord
AZNNY.OB	Aurizon Holdings Ltd ADR
AZRH.OB	Azure Holding
AZRMF.OB	Azure Minerals Ltd
AZTEF.OB	TV Azteca Sa DE Cv
AZURF.OB	Azincourt Uranium
AZZEF.OB	Antares Energy Ltd
AZZTF.OB	Aztec Minerals Corp
AZZUF.OB	Azarga Uranium Corp
AZZVF.OB	Avz Minerals Ltd
BABAF.OB	Alibaba Group Holding Ltd
BABB.OB	Bab Inc
BABL.OB	Buildablock Corp
BABWF.OB	International Consol
BABYF.OB	Else Nutrition Holdings Inc
BACHF.OB	Bank of China Beijin
BACHY.OB	Bank of China Ltd Ad
BADFF.OB	Badger Income Fund
BAESF.OB	Bae Systems Ord GBP
BAESY.OB	Bae Systems ADR
BAFBF.OB	Balfour Beatty Plc
BAFYY.OB	Balfour Beatty
BAJFF.OB	Camrova Resources Inc
BALMF.OB	Balmoral Resources
BALTF.OB	Ipath.B Cotton TR ETN
BAMGF.OB	Brookfield Asset Management Inc Pfd Shs Cl A Ser
BAMXF.OB	Bayerische Motoren Werke Ag
BANJ.OB	Banjo & Matilda Inc
BANM.OB	Mtb Corp.
BANT.OB	Bantek Inc
BANTD.OB	Bantek Inc
BAOB.OB	Baraboo Bancorp Inc
BARK.OB	Bank Akron N Y
BARRF.OB	Barrian Mining
BASA.OB	Basanite Inc
BASFY.OB	Basf Se Ads
BASWW.OB	Basic Energy Services Inc WT
BASX.OB	Basic Energy Services
BAYK.OB	Bay Banks of Virgini
BAYP.OB	Bayport International Holdings Inc
BAYRY.OB	Bayer Aktienges Ads
BAYZF.OB	Bayer Ag Ord
BBAGF.OB	Bb Biotech Ag Namen-Akt
BBAJF.OB	Banco Del Bajio Sa
BBAL.OB	New York Health Care
BBAVF.OB	Bba Aviation Plc
BBAVY.OB	Bba Aviation Plc ADR
BBBK.OB	Baker Boyer Bancorp
BBBMF.OB	Bluebird Battery Metals Inc
BBBXF.OB	Brixton Metals Corp
BBDA.OB	Bebida Beverage CO
BBGP.OB	Bridgegate Pictures Corp
BBKCF.OB	Big Blockchain Intelligence Group Inc
BBLC.OB	Blockchain Loyalty Corp
BBLKF.OB	Brittannia Bulk Hld
BBLS.OB	Rockdale Resources Corp
BBRRF.OB	Blueberries Medical Corp
BBRYF.OB	Burberry Ltd
BBSEY.OB	Bb Seguridade
BBSRF.OB	Bluestone Resources Inc
BBVXF.OB	Banco Bilbao Vizcaya
BBXTB.OB	Bbx Capital Corp
BCAL.OB	Bank of Southern California National Associatio
BCAP.OB	Baron Capital Enterprise Inc
BCAUF.OB	Brilliance China Automotive Holdings Ltd
BCAUY.OB	Brilliance China ADR
BCBF.OB	Beach Community Bancshares Inc
BCBHF.OB	Bb Holdings Ltd
BCCEF.OB	Bactech Environmenta
BCCI.OB	Baristas Coffee CO
BCCLF.OB	Becle Sab DE Cv
BCCMY.OB	Baic Motor Corp Ltd ADR
BCDMF.OB	Delrand Resources Ltd
BCDRF.OB	Banco Santander S.A.
BCDS.OB	Blaqclouds Inc
BCEFF.OB	BCE Inc 1st Pfd Ser Y Var Rate
BCEKF.OB	Bear Creek Mng Corp
BCHEY.OB	Beach Energy Ltd ADR
BCII.OB	Blockchain Industries Inc
BCKIF.OB	Babcock International Group Plc
BCLMF.OB	Bacanora Lithium Plc
BCLYF.OB	Barclays Plc Ord
BCMXY.OB	Bank of Communications CO Ltd ADR
BCNAF.OB	Barco NV
BCND.OB	Beacon Redevelopment
BCTXD.OB	Briacell Therapeutics Corp
BCTXF.OB	Briacell Therapeutics Corp
BCUCF.OB	Brunello Cucinelli S P A
BCUCY.OB	Brunello Cucinelli S.P.A. ADR
BCUFF.OB	Bell Copper Corp
BCYIF.OB	Ishares Plc Ord FTSE
BCYP.OB	Blue Calypso Inc
BDCM.OB	Broadcast Mktng Group Inc
BDCO.OB	Blue Dolphin Energy Company
BDDXF.OB	DB Base Metals Double Long Exchange Traded Notes
BDGR.OB	Black Dragon Resource Companies Inc
BDGSF.OB	Bank of GA Hlds Plc
BDIC.OB	Blow & Drive Interlock Corp
BDIMF.OB	Black Diamond Group
BDNHF.OB	Brewin Dolphin Hldgs Plc
BDNNY.OB	Boliden Ab ADR
BDORY.OB	Banco Do Brasil S.A.
BDOUY.OB	Bdo Unibank Inc ADR
BDPT.OB	Bioadaptives Inc
BDRAF.OB	Bombardier Inc Cv A
BDRBF.OB	Bombardier Inc Cl B
BDRFF.OB	Beiersdorf A G
BDRFY.OB	Beiersdorf A G
BDRPF.OB	Bombardier Adj Pfd
BDRXF.OB	Bombardier Inc
BDULF.OB	Bangkok Dusit Medical Services Public Co. Ltd
BDUUF.OB	Bangkok Dusit Med Sv Nvdr
BDVB.OB	Bagger Dave's Burger Tavern Inc
BDVSY.OB	Bidvest Group Ltd SP
BDWBF.OB	Budweiser Brewing Company Apac Limited
BDWYF.OB	Broadway Gold Mining Ltd
BDYS.OB	Bodyscan Corp
BEAG.OB	Blue Eagle Lithium Inc
BEBE.OB	Bebe Stores Inc
BECEF.OB	BCE Inc 1st Pfd Shs Cl Ah
BECVY.OB	Bec World Public CO Ltd ADR
BEEI.OB	Bald Eagle Energy Inc
BEES.OB	Bnh Inc
BEGI.OB	Blackstar Energy
BEHL.OB	Biocentric Engy Hlds Inc
BELDF.OB	Batero Gold Corp
BELP.OB	Belpointe REIT Inc
BEMG.OB	Beta Music Group Inc
BENZF.OB	Benz Mining
BEOB.OB	Beo Bancorp [Or]
BEPTF.OB	Beach Petroleum Ltd
BERI.OB	Blue Earth Resources Inc
BERK.OB	Berkshire Bancorp
BESIY.OB	BE Semiconductor Industries N.V.
BETS.OB	Seaniemac International Ltd
BETW.OB	Bettwork Industries Inc
BEUT.OB	Science To Consumers Inc
BEVFF.OB	Bennett Environmental Inc
BEVVF.OB	Bee Vectoring Technologies International Inc
BEWFF.OB	Bewhere Holdings Inc
BFARF.OB	Bitfarms Ltd
BFCC.OB	Bankfirst Capital Corp
BFCH.OB	Bitfrontier Capital Holdings Inc
BFDE.OB	Bedford Energy Inc
BFFAF.OB	Basf Se
BFFBF.OB	Biffa Plc
BFFI.OB	Ben Franklin Financl
BFGC.OB	Bullfrog Gold Corp
BFHJ.OB	Beneficial Hlds Inc
BFNH.OB	Bioforce Nanosciences Holdings I
BFTI.OB	Befut Global Inc
BFTL.OB	The Bank of Fincastle
BGAOF.OB	Proximus Sa DE Droit Pub
BGAOY.OB	Belgacom Sa ADR
BGAVF.OB	Bravada Gold Corp
BGEM.OB	Blue Gem Enterprise
BGEPF.OB	Bunge Ltd Pfd
BGES.OB	Bio-Bridge Science
BGFT.OB	Bigfoot Project Investments Inc
BGFTD.OB	Lord Global Corp.
BGMD.OB	Bg Medicine
BGMO.OB	Bergamo Aquisition Corp
BGOUF.OB	Bang & Oulfsen B Ord
BGRDF.OB	Braingrid Ltd
BGRP.OB	Bluestem Group Inc
BGUUF.OB	Benguet Corp
BHBCQ.OB	Beverly Hills Bancorp Inc
BHDB.OB	Bank of Labor Bancshares Inc
BHHKF.OB	Benchmark Botanics Inc
BHKLY.OB	Boc Hong Kong ADR
BHLL.OB	Bunker Hill Mining Corp
BHMDF.OB	Bh Macro Ltd USD
BHNGF.OB	Bhang Inc
BHOOY.OB	Boohoo Group Plc ADR
BHPA.OB	Bhpa Inc
BHPBF.OB	Bhp Billiton Plc
BHPLF.OB	Bhp Billition Ltd
BHRB.OB	Burke & Herbert Bk
BHWB.OB	Blackhawk Bancorp Inc
BIBLF.OB	Brick Brewing Ltd
BICB.OB	Biocube Inc
BICEF.OB	Bic S.A. [France]
BICEY.OB	Societe Bic ADR
BICX.OB	Biocorrx Inc
BIDCF.OB	Blockchaink2 Corp
BIEI.OB	Premier Biomedical
BIEL.OB	Bioelectronics Corp
BIGG.OB	Big Tree Group Inc
BIIAF.OB	Buhler Inds Inc A
BIIO.OB	Bionovate Technologies Corp
BIIOD.OB	Bionovate Technologies Corp
BILZF.OB	Ignite International Brands Ltd
BIMO.OB	Bioneutra International Ltd
BIMUF.OB	Biommune Technologie
BIOAF.OB	Bioasis Technologies
BIOIF.OB	Biome Grow Inc
BIONQ.OB	Bionitrogen
BIOQ.OB	Bioqual Inc
BIOVF.OB	Swedish Orphan Biovit Ord
BIOYF.OB	Biosyent Inc
BIPH.OB	Biophan Techs Inc
BIQIF.OB	Biqi International Holdings Corporation
BIRDF.OB	Bird Constr Income
BIREF.OB	Birchcliff Energy
BIRMF.OB	Biorem Inc
BIRNF.OB	Bci Minerals Limited
BITCF.OB	First Bitcoin Capital Corp
BITGF.OB	Biotage Ab Ord A
BITRF.OB	Biotron Ltd Ord
BITTF.OB	Bitterroot Resources Ltd
BIVI.OB	Biovie Inc
BIXT.OB	Bioxytran Inc
BJCHF.OB	Beijing Cap Intl H
BJCHY.OB	Beijing Capital Intl Airport Ltd ADR
BJCLF.OB	Beijing Capital Land Ltd
BJINF.OB	Beijing Enterprises Holdings Ltd
BJWTF.OB	Beijing Enterprises
BKAHF.OB	Bank of Ayudhya Pcl Nvdr
BKBEF.OB	Blackbird Energy Inc
BKCT.OB	Dts8 Coffee Company Ltd
BKEAF.OB	The Bank of East Asia Ltd
BKEAY.OB	Bank East Asia Ltd S
BKEN.OB	Bakken Energy Corp
BKESY.OB	Banco Espirto Sa ADR
BKFAF.OB	Brookfield Asset Management Inc Prf Perpetual C
BKFCF.OB	Bank of Communications CO Ltd
BKFG.OB	Bkf Capital Grp
BKFKF.OB	Bakkafrost Pf
BKGFY.OB	Berkeley Group Holdi
BKHPF.OB	Bank Hapolam Bm Ord
BKHRF.OB	Blackham Resources Ltd
BKHYY.OB	Bank Hapoalim Bm ADR
BKIMF.OB	Bankinter S.A.
BKIRF.OB	Black Iron
BKISF.OB	Ishares IV Plc Ishares US Mortgage Backed Securi
BKIT.OB	Pharmagaia Inc
BKKCF.OB	Harvest Portfolios Group Inc Blockchain Technolo
BKKLY.OB	Bangkok Bank Public
BKKPF.OB	Bangkok Bk Pub CO Ltd
BKLIF.OB	Blockmint Technologies Inc Cl A
BKLLF.OB	360 Blockchain Inc
BKLRF.OB	Berkeley Resources L
BKMP.OB	Blackout Media Corp
BKNIY.OB	Bankinter S.A.
BKOR.OB	Oak Ridge Financial Services
BKPPF.OB	Block One Capital Inc
BKQNY.OB	Bank of Queensland
BKRIF.OB	Bank of Ireland Group Plc
BKRIY.OB	Bank of Ireland Group Plc ADR
BKRKF.OB	Bank Rakyat Indones
BKRKY.OB	Pt Bank Rakyat ADR
BKRRF.OB	Blackrock Gold
BKSD.OB	Brookside Technology Holdings Corp
BKSLF.OB	Banks Island Gold Ltd
BKTPF.OB	Cruz Cobalt Corp
BKUCF.OB	Blue Sky Uranium
BKUH.OB	Bakhu Holdings Corp
BKUTK.OB	Bank of Utica
BLAB.OB	Bio Lab Naturals Inc CO
BLAGF.OB	Blue Lagoon Resources Inc
BLBDW.OB	Blue Bird Corp
BLBX.OB	Blackboxstocks Inc
BLDV.OB	Blue Diamond Venture
BLEVF.OB	Beleave Inc
BLFDF.OB	Blockchain Foundry Inc
BLFR.OB	Bluefire
BLGI.OB	Black Cactus Global Inc
BLGO.OB	Biolargo Inc
BLGVF.OB	Ic Potash
BLHEF.OB	Baloise Hlds Basel Namen
BLHEY.OB	Baloise Holding ADR
BLHK.OB	Blueharbor Bank [Nc]
BLHWF.OB	Belimo Holdings Ag
BLIAQ.OB	Blockbuster Inc
BLIBQ.OB	Blockbuster Inc Cl B
BLILF.OB	Bearing Lithium
BLIS.OB	Beliss Corp
BLKCF.OB	Global Gaming Technologies Corp
BLKG.OB	Black Stallion Oil & G As Inc
BLKLF.OB	Blackline Safety
BLLB.OB	Bell Buckle Holdings
BLLXF.OB	Blox Labs Inc
BLMC.OB	Biloxi Marsh Lds Cor
BLONF.OB	Blueocean Nutrasciences
BLOZF.OB	Cannabix Technologies Inc
BLPFF.OB	Blok Technologies
BLPG.OB	Blue Line Protection Group Inc
BLRDF.OB	Billerud Korsnas Aktiebolag Public
BLRS.OB	Biolife Remedies Inc
BLSFF.OB	Bluescope Steel Ltd
BLSP.OB	Blue Sphere Corp
BLSSF.OB	Black Sea Copper and Gold Corp
BLTO.OB	Bingo Nation Inc
BLUBF.OB	Citadel Div Invst UT
BLUU.OB	Blue Water Global Group Inc
BLXX.OB	Blox Inc
BLYQ.OB	Bally Corp
BMBLF.OB	Brambles Ltd
BMBN.OB	Benchmark Banksh VA
BMBOY.OB	Grupo Bimbo S.A.B. DE C.V.
BMCS.OB	Biotech Medics NE
BMDLF.OB	BMO Covered Call Canadian Banks ETF Unit
BMDPF.OB	Banca Monte Dei Paschi Di Siena Spa
BMDPY.OB	Banca Monte Dei Paschi Di Siena Spa ADR No Par
BMGP.OB	Biomagnetics Diagnos
BMIN.OB	Britannia Mining Inc
BMIX.OB	Brazil Minerals Inc
BMKAF.OB	Brookfield Asset Management Inc Fxdfr Prf Per
BMKDF.OB	Biomark Diagnostics Inc
BMLWF.OB	BMO Low Volatility US Equity ETF
BMMCF.OB	Kbridge Energy Corp Ord
BMMJ.OB	Body & Mind Inc
BMMVF.OB	BMO Covered Call Utilities ETF TR Unit
BMMX.OB	Biomimix Inc
BMNM.OB	Bimini Capital Mgmt
BMOOF.OB	Blue Moon Zinc Corp
BMRK.OB	Benchmark Energy Corp
BMRMF.OB	Societe Des Bains DE Mer
BMRPF.OB	B& M European Value Re Tail S.A.
BMRRY.OB	B& M European Value Re Tail S.A.
BMSN.OB	Bio-Matrix Scientific Group Inc
BMSPF.OB	Biomass Secure Power
BMTLF.OB	Bemetals Corp
BMTM.OB	Bright Mountain Media Inc
BMWYY.OB	Bayerische Motoren Werke Aktiengesellschaft
BMXC.OB	Bemax Inc
BMXI.OB	Brookmount Explorations Inc
BMXMF.OB	Biomerieux 69 Marcy
BMYMP.OB	Bristol Myer Squi Pf
BNCC.OB	Bnccorp Inc
BNCM.OB	Bounce Mobile Sys Inc
BNCZF.OB	Banco Bpm Societa Per Azioni
BNDSF.OB	Banco DE Sabadell S.A.
BNDSY.OB	Banco DE Sabadell Sa ADR
BNEFF.OB	Bonterra Energy Corp
BNET.OB	Bion Environmental Technologies Inc
BNGI.OB	Bangi Inc
BNGLF.OB	Bengal Energy Ltd
BNGRF.OB	Savencia Sa
BNIKF.OB	Benitec Ltd
BNKHF.OB	Boc Hong Kong Hlds
BNKL.OB	Bionik Laboratories Corp
BNKPF.OB	Bnk Pete Inc
BNKXF.OB	Bankia S.A.
BNMDF.OB	Banca Mediolanum Spa
BNNLF.OB	Bannerman Resources
BNOEF.OB	Bionomics Ltd
BNPQF.OB	Bnp Paribas Ord Ff 2
BNPQY.OB	Bnp Paribas ADR
BNPUF.OB	Bonavista Ene TR UT
BNRJF.OB	Alset Minerals
BNTGF.OB	Brenntag Ag
BNTGY.OB	Brenntag Ag
BNTRF.OB	Benton Resources
BNXR.OB	Brinx Resources Ltd
BNYN.OB	Banyan Corp [Or]
BNZZW.OB	Bonanza Creek Energy Inc WT Exp 04/28/2020
BOALF.OB	Boral Ltd
BOALY.OB	Boral Ltd ADR
BOARF.OB	Boart Longyear Ltd
BOCOF.OB	Bougainville Copper Ord
BOID.OB	Bank of Idaho Holding CO
BOIVF.OB	Bollore Investisseme
BOLBP.OB	Bol Bancshares 8.00 Pfd
BOLRF.OB	Bollore
BOLYY.OB	Sociedad Holding Mercados Sist Financieros Sa Ad
BOMBF.OB	Bombardier Inc
BOMMF.OB	DB Base Metals Double Short ETN
BONL.OB	Bonal Intl Inc
BONTQ.OB	Bon Ton Stores The
BONXF.OB	Bonterra Res Inc
BONZ.OB	Bonanza Goldfields
BOPCF.OB	Biopharma Credit Plc
BOPFF.OB	Border Petroleum Ltd
BOPO.OB	Biopower Operations
BOPTP.OB	Brookfield Property Partners L.P. 5.75% Prf Perp
BOREF.OB	Borealis Exploration Ltd
BORK.OB	Bourque Industries Inc
BORMF.OB	Boreal Metals Corp
BORNY.OB	China New Borun Corp ADR
BORT.OB	Botetourt Bankshares
BORUF.OB	Borussia Dor Gmbh&Co
BOSQF.OB	Yield Growth Corp
BOSSY.OB	Hugo Boss
BOTH.OB	Bioethics Ltd
BOTY.OB	Lingerie Fighting Championships Inc
BOUYF.OB	Bouygues Ff 50 Par
BOUYY.OB	Bouygues S.A. ADR
BOWFF.OB	Boardwalk Real Estat
BOXS.OB	Boxscore Brands Inc
BOYAF.OB	Boyaa Interactive International Ltd
BOZTY.OB	Boozt Ab ADR
BOZZ.OB	Bozzutos Inc
BPAQF.OB	BP Plc
BPCGF.OB	Banco Comercial Portugues Sa
BPHLY.OB	Bank of The Philippine Islands ADR
BPIGF.OB	Bpi Energy Holdings Inc
BPIRF.OB	Bank of Piraeus
BPIRY.OB	Piraeus Bank S.A.
BPMUF.OB	Basilea Pharmaceutic
BPOPO.OB	Popular Inc
BPOPP.OB	Popular Inc
BPOSY.OB	Bpost S.A.
BPPPF.OB	Bid Corp Ltd
BPRMF.OB	Blue Prism Group Plc
BPSR.OB	Bespoke Tricyles
BPUZF.OB	Boss Power Corp
BPZZF.OB	Boston Pizza Royalti
BQST.OB	Bioquest Corp.
BRAV.OB	Bravada Intl Ltd
BRBMF.OB	Big Rock Brew Inc TR
BRBW.OB	Brunswick Bancorp
BRCH.OB	Bull Run Capital Inc
BRDCF.OB	Bridgestone Corp OR
BRDCY.OB	Bridgestone Corp ADR
BRENF.OB	Brookfield Renewable Partners LP Fxdfr Prf Perpe
BREUF.OB	Brookfield Real Est
BRFH.OB	Barfresh Food Group
BRFRF.OB	Burford Capital
BRGC.OB	Brightrock Gold Corp
BRGGF.OB	Bragg Gaming Group Inc
BRGO.OB	Bergio Intl Inc
BRKCF.OB	Barksdale Capital Corp
BRKK.OB	Brk Inc
BRLAF.OB	British Land Ord GBP
BRLGF.OB	Fcf Capital Inc
BRLL.OB	Barrel Energy Inc
BRLXF.OB	Boralex Inc Cl A
BRMSY.OB	Brmall ADR [Brazil]
BRNE.OB	Borneo Resource Investments Ltd
BRNGF.OB	Buru Energy Ltd Ord
BRNW.OB	Brainybrawn Inc
BROE.OB	Baron Energy Inc
BROXF.OB	Brookfield Asset Management Inc 4.90% Prf Perpet
BRPHF.OB	Galaxy Digital Holdings
BRQSW.OB	Borqs Technologies Inc Acquisition WT
BRRAY.OB	Barloworld Ltd ADR
BRRDF.OB	Borregaard ASA
BRRZD.OB	Total Brain Ltd ADR
BRRZY.OB	Total Brain Ltd ADR
BRSE.OB	Broadside Enterprises Inc
BRSGF.OB	Lithion Energy Corp
BRSI.OB	Ballistic Recovery Sys Inc
BRSLF.OB	Barsele Minerals Corp
BRTE.OB	Brightec Inc
BRTHF.OB	Brother Industries Ltd [Japan]
BRTI.OB	Blackridge Technology International Inc
BRTX.OB	Biorestorative Therapies Inc
BRUZF.OB	Bolero Resources Cp
BRVO.OB	Bravo Multinational Inc
BRVRF.OB	Blue Riv Res Ltd
BRVVF.OB	Bravura Ventures Corp
BRYFF.OB	Bri-Chem Corp
BRYN.OB	Bryn Resources Inc
BRZL.OB	Scepter Holdings Inc
BRZV.OB	Breezer Ventures Inc
BSCA.OB	Bank Santa Clarita
BSDGF.OB	Bosideng Intl Hld
BSDGY.OB	Bosideng Intl ADR
BSEAF.OB	Braemar Shipping Services Plc
BSEFY.OB	Benesse Hlds ADR
BSEG.OB	Big Screen Entertmt
BSEM.OB	Biostem Technologies Inc
BSFO.OB	Bank San Francisco California
BSGC.OB	Bigstring Corp
BSHF.OB	Bioshaft Water Tech
BSHI.OB	Boss Holdings Inc
BSHPF.OB	Bahamas Petroleum CO Plc
BSHVF.OB	Bushveld Minerals Ltd [Guernsey]
BSND.OB	Boston Sand & Gravel
BSPK.OB	Bespoke Extracts Inc
BSPM.OB	Biostar Pharmaceutic
BSRC.OB	Biosolar Inc
BSRSD.OB	BE Res Inc Ord
BSRTF.OB	Bsr Real Estate Investment Trust
BSSC.OB	Bank of Southside Virginia
BSSP.OB	Reve Technologies Inc
BSTBF.OB	Betsson Ab
BSTG.OB	Biostage Inc
BSTK.OB	Brite-Strike Tactica
BSTN.OB	Boston Carriers Inc
BSTO.OB	Blue Star Opportunit
BSYI.OB	Biosyntech Inc
BTAFF.OB	British American Tob
BTAM.OB	Ben-Tam Inc
BTBIF.OB	Btb Real Estate Invt
BTCS.OB	Btcs Inc
BTCWF.OB	Bluesky Digital Assets Corp.
BTCY.OB	Biotricity Inc
BTDG.OB	B2Digital Inc
BTDPY.OB	Barratt Developments Plc ADR
BTFL.OB	Monarch America Inc
BTGI.OB	Bulova Technologies
BTGN.OB	Bitcoin Generation Inc
BTGOF.OB	Bt Group Plc [Gbp]
BTHE.OB	Boston Therapeutics
BTHR.OB	Sports Venues of Florida Inc
BTHT.OB	Best Hometown Bancorp Inc
BTKGF.OB	Breadtalk Group Ltd
BTKRF.OB	Black Tusk Resources Inc
BTLCY.OB	British Land CO ADR
BTLLF.OB	Btl Group Ltd
BTLN.OB	Brightlane Corp
BTOW.OB	Belltower Entmt Crp
BTQNF.OB	Bioteq Environmental Technologies Inc
BTSC.OB	Bitcoin Services Inc
BTSDF.OB	Health & Happiness [H&H] Intl Holdings Ltd
BTTR.OB	Better Choice Company Inc
BTUMF.OB	Btu Metals Corp
